ResponseId,LanguageWantToWorkWith
12065,JavaScript
12065,PowerShell
12065,Python
12065,R
12065,Rust
12065,Scala
12065,SQL
12065,TypeScript
12067,Java
12068,C
12068,Go
12068,Haskell
12068,Rust
12069,JavaScript
12071,Bash/Shell (all shells)
12071,C++
12071,HTML/CSS
12071,JavaScript
12071,Python
12072,Lisp
12073,HTML/CSS
12073,Java
12073,JavaScript
12073,SQL
12073,TypeScript
12075,Bash/Shell (all shells)
12075,Go
12075,Python
12075,R
12076,Go
12076,HTML/CSS
12076,JavaScript
12076,Rust
12076,SQL
12076,TypeScript
12077,Bash/Shell (all shells)
12077,C
12077,C#
12077,Elixir
12077,JavaScript
12077,TypeScript
12078,Rust
12079,Bash/Shell (all shells)
12079,C
12079,C++
12079,Python
12080,JavaScript
12080,SQL
12080,TypeScript
12081,Java
12081,Kotlin
12082,Bash/Shell (all shells)
12082,HTML/CSS
12082,Java
12082,JavaScript
12082,SQL
12082,TypeScript
12083,Dart
12083,Erlang
12083,HTML/CSS
12083,SQL
12084,C#
12084,HTML/CSS
12084,Java
12084,JavaScript
12084,Kotlin
12084,Rust
12085,Go
12085,Python
12085,Rust
12086,Elixir
12086,HTML/CSS
12086,Python
12086,Rust
12087,Go
12087,HTML/CSS
12087,JavaScript
12088,Kotlin
12089,C++
12089,Go
12089,Python
12089,Ruby
12089,Rust
12089,Scala
12091,Assembly
12091,Bash/Shell (all shells)
12091,Dart
12091,Go
12091,MATLAB
12091,PHP
12091,Ruby
12091,Swift
12092,JavaScript
12092,PHP
12092,Python
12093,Go
12093,HTML/CSS
12093,JavaScript
12093,Python
12093,TypeScript
12094,Crystal
12094,Dart
12094,Go
12094,Haskell
12094,Lisp
12094,Nim
12094,Perl
12094,Python
12094,Ruby
12094,Rust
12094,TypeScript
12095,C
12095,Dart
12095,HTML/CSS
12095,Java
12095,JavaScript
12095,PHP
12095,Python
12095,Rust
12096,C#
12096,Go
12096,Java
12096,Python
12097,Bash/Shell (all shells)
12097,Go
12097,HTML/CSS
12097,Lua
12097,R
12097,Ruby
12097,Rust
12097,SQL
12098,Java
12098,JavaScript
12098,Kotlin
12098,TypeScript
12099,C#
12099,HTML/CSS
12099,JavaScript
12099,Python
12099,Rust
12099,SQL
12099,TypeScript
12100,Assembly
12100,Bash/Shell (all shells)
12100,C
12100,C++
12100,HTML/CSS
12100,JavaScript
12100,Kotlin
12100,Python
12100,Rust
12101,Go
12101,HTML/CSS
12101,Python
12101,SQL
12101,TypeScript
12102,Bash/Shell (all shells)
12102,Python
12102,Rust
12103,Go
12103,Python
12104,Rust
12105,Bash/Shell (all shells)
12105,C
12105,Dart
12105,Go
12105,HTML/CSS
12105,JavaScript
12105,Kotlin
12105,Lua
12105,MATLAB
12105,Objective-C
12105,PHP
12105,Python
12105,Rust
12105,SQL
12105,TypeScript
12106,Go
12106,SQL
12107,Java
12107,JavaScript
12108,Bash/Shell (all shells)
12108,C#
12108,Go
12108,PowerShell
12108,Rust
12108,TypeScript
12109,Rust
12109,TypeScript
12110,Python
12110,R
12112,Assembly
12112,Bash/Shell (all shells)
12112,C
12112,C#
12112,C++
12112,HTML/CSS
12112,JavaScript
12112,PowerShell
12112,Python
12112,SQL
12112,Swift
12113,Dart
12113,Kotlin
12113,Swift
12114,C#
12114,HTML/CSS
12114,JavaScript
12114,SQL
12115,HTML/CSS
12115,JavaScript
12115,SQL
12115,TypeScript
12116,Java
12117,Python
12118,Bash/Shell (all shells)
12118,HTML/CSS
12118,JavaScript
12118,Python
12118,SQL
12119,Bash/Shell (all shells)
12119,C
12119,C++
12119,GDScript
12119,Python
12119,Rust
12119,SQL
12120,Go
12120,JavaScript
12120,Python
12120,Rust
12121,C++
12121,Clojure
12121,Java
12121,JavaScript
12121,Lisp
12121,PHP
12121,Ruby
12122,JavaScript
12122,TypeScript
12123,Crystal
12123,Dart
12123,Groovy
12123,Haskell
12123,HTML/CSS
12123,Java
12123,Python
12123,R
12123,TypeScript
12124,Go
12124,Python
12124,SQL
12125,HTML/CSS
12125,TypeScript
12126,HTML/CSS
12126,Java
12126,JavaScript
12126,SQL
12126,TypeScript
12127,Python
12127,Rust
12127,TypeScript
12128,C
12128,C++
12128,HTML/CSS
12128,Java
12128,JavaScript
12128,PHP
12129,Bash/Shell (all shells)
12129,C++
12129,Go
12129,HTML/CSS
12129,JavaScript
12129,Lua
12129,Python
12129,R
12129,SQL
12130,C#
12130,Go
12130,Groovy
12130,HTML/CSS
12130,Java
12130,JavaScript
12130,Python
12130,Rust
12130,SQL
12130,TypeScript
12130,Visual Basic (.Net)
12131,Elixir
12131,Erlang
12131,OCaml
12131,Rust
12131,SQL
12131,Zig
12132,C#
12132,Groovy
12132,HTML/CSS
12132,JavaScript
12132,Python
12132,SQL
12132,TypeScript
12132,Visual Basic (.Net)
12133,Bash/Shell (all shells)
12133,C#
12133,C++
12133,Go
12133,HTML/CSS
12133,JavaScript
12133,Python
12133,Rust
12133,SQL
12133,TypeScript
12134,HTML/CSS
12134,JavaScript
12134,Python
12134,SQL
12134,TypeScript
12135,Bash/Shell (all shells)
12135,HTML/CSS
12135,JavaScript
12135,Python
12135,SQL
12135,TypeScript
12136,Bash/Shell (all shells)
12136,Go
12136,HTML/CSS
12136,JavaScript
12136,Ruby
12136,SQL
12137,Bash/Shell (all shells)
12137,Go
12137,Rust
12138,Assembly
12138,Bash/Shell (all shells)
12138,Go
12138,Haskell
12138,Rust
12138,Scala
12138,SQL
12138,TypeScript
12139,Elixir
12139,Go
12139,Python
12139,Rust
12139,TypeScript
12140,C
12140,C++
12140,Dart
12140,Java
12140,JavaScript
12140,Kotlin
12140,Objective-C
12140,Swift
12140,TypeScript
12141,HTML/CSS
12141,JavaScript
12141,Python
12141,Rust
12141,SQL
12142,Erlang
12142,Go
12142,HTML/CSS
12142,Java
12142,Python
12142,Rust
12142,SQL
12142,TypeScript
12142,Zig
12143,C#
12143,TypeScript
12144,Erlang
12144,Java
12144,Kotlin
12145,Java
12145,Rust
12147,Rust
12147,Zig
12148,Bash/Shell (all shells)
12148,Clojure
12148,GDScript
12148,Go
12148,Lisp
12148,Python
12148,Ruby
12148,SQL
12149,C#
12149,R
12149,Ruby
12149,Rust
12150,HTML/CSS
12150,JavaScript
12150,Python
12150,SQL
12151,Java
12151,PHP
12151,SQL
12152,Java
12152,Python
12153,Go
12153,OCaml
12153,Rust
12154,Bash/Shell (all shells)
12154,HTML/CSS
12154,JavaScript
12154,Lua
12154,PHP
12154,R
12154,Rust
12154,SQL
12155,C#
12155,JavaScript
12155,TypeScript
12155,Visual Basic (.Net)
12157,JavaScript
12157,TypeScript
12158,Java
12158,JavaScript
12158,Python
12159,Bash/Shell (all shells)
12159,C
12159,Go
12159,Zig
12160,HTML/CSS
12160,Java
12160,JavaScript
12160,PowerShell
12160,SQL
12160,TypeScript
12160,VBA
12161,Go
12161,Rust
12161,SQL
12161,Zig
12162,Go
12162,Python
12163,HTML/CSS
12163,JavaScript
12163,PHP
12163,SQL
12163,TypeScript
12164,C++
12164,Java
12164,Kotlin
12164,SQL
12164,TypeScript
12165,C
12165,C++
12166,C#
12166,C++
12167,Bash/Shell (all shells)
12167,HTML/CSS
12167,Java
12167,JavaScript
12167,Python
12167,SQL
12168,Kotlin
12169,C#
12169,Elixir
12169,JavaScript
12169,Python
12169,TypeScript
12170,Go
12170,JavaScript
12170,Python
12170,Rust
12170,TypeScript
12170,Zig
12171,Assembly
12171,C
12171,C++
12171,Fortran
12171,Go
12171,Python
12171,Rust
12171,TypeScript
12171,Zig
12172,HTML/CSS
12172,JavaScript
12172,Python
12172,Rust
12172,SQL
12172,TypeScript
12173,HTML/CSS
12173,JavaScript
12173,TypeScript
12175,Assembly
12175,Bash/Shell (all shells)
12175,C
12175,C++
12175,Python
12176,HTML/CSS
12176,PHP
12176,PowerShell
12176,SQL
12177,JavaScript
12177,PHP
12177,R
12177,Swift
12178,Dart
12178,Go
12178,HTML/CSS
12178,JavaScript
12178,Kotlin
12178,Perl
12178,PHP
12178,PowerShell
12178,SQL
12179,C++
12179,HTML/CSS
12179,JavaScript
12179,Python
12179,SQL
12179,TypeScript
12180,C
12180,C++
12180,Java
12180,JavaScript
12180,Kotlin
12180,Objective-C
12180,Swift
12180,Visual Basic (.Net)
12181,Dart
12181,Java
12181,Kotlin
12181,Swift
12182,Go
12182,Rust
12182,SQL
12183,HTML/CSS
12183,Java
12183,JavaScript
12183,TypeScript
12184,Bash/Shell (all shells)
12184,Groovy
12184,Haskell
12184,HTML/CSS
12184,Java
12184,JavaScript
12184,Lua
12184,Perl
12184,Python
12184,R
12184,Rust
12184,Scala
12184,SQL
12186,C#
12186,HTML/CSS
12186,JavaScript
12186,Python
12187,GDScript
12187,Python
12188,C++
12188,GDScript
12188,Java
12188,JavaScript
12189,Dart
12189,Go
12189,Java
12189,Kotlin
12189,Python
12189,Rust
12189,Swift
12190,HTML/CSS
12190,JavaScript
12190,PHP
12191,Bash/Shell (all shells)
12191,HTML/CSS
12191,Java
12191,JavaScript
12191,Python
12191,SQL
12191,Swift
12191,TypeScript
12192,Go
12192,JavaScript
12192,Python
12192,TypeScript
12193,HTML/CSS
12193,JavaScript
12193,TypeScript
12194,Bash/Shell (all shells)
12194,Go
12194,HTML/CSS
12194,Java
12194,JavaScript
12194,Python
12194,R
12194,SQL
12194,TypeScript
12194,Zig
12195,JavaScript
12196,C#
12196,C++
12196,Python
12196,Rust
12197,Go
12197,Solidity
12198,HTML/CSS
12198,JavaScript
12198,PHP
12198,SQL
12199,Lua
12200,Go
12200,PHP
12200,Python
12200,SQL
12200,TypeScript
12202,JavaScript
12202,SQL
12202,TypeScript
12203,HTML/CSS
12203,JavaScript
12203,TypeScript
12204,HTML/CSS
12204,JavaScript
12204,PHP
12204,TypeScript
12205,C#
12205,JavaScript
12205,SQL
12205,TypeScript
12206,C#
12206,HTML/CSS
12207,C
12207,C#
12207,C++
12207,Cobol
12207,Go
12207,Haskell
12207,HTML/CSS
12207,Java
12207,Python
12207,R
12207,Visual Basic (.Net)
12208,Bash/Shell (all shells)
12208,C
12208,Go
12208,Haskell
12208,HTML/CSS
12208,Python
12208,Rust
12208,Zig
12209,C#
12209,HTML/CSS
12209,Java
12209,JavaScript
12209,PHP
12210,Elixir
12210,F#
12210,JavaScript
12210,Python
12210,Rust
12210,Scala
12210,TypeScript
12211,Haskell
12211,HTML/CSS
12211,JavaScript
12211,SQL
12212,Bash/Shell (all shells)
12212,Go
12212,HTML/CSS
12212,Java
12212,JavaScript
12212,Python
12212,SQL
12212,TypeScript
12213,C#
12213,TypeScript
12214,Java
12214,Rust
12214,SQL
12215,C#
12215,Go
12215,HTML/CSS
12215,JavaScript
12215,Kotlin
12215,Python
12215,TypeScript
12216,Groovy
12216,HTML/CSS
12216,Java
12216,JavaScript
12217,Assembly
12217,Bash/Shell (all shells)
12217,C
12217,C++
12217,JavaScript
12217,MATLAB
12217,Python
12218,Bash/Shell (all shells)
12218,HTML/CSS
12218,JavaScript
12218,Python
12218,SQL
12219,Assembly
12219,Bash/Shell (all shells)
12219,C
12219,PowerShell
12219,Python
12219,Rust
12219,Zephyr
12220,Apex
12220,Bash/Shell (all shells)
12220,Delphi
12220,HTML/CSS
12220,Java
12220,Kotlin
12220,Python
12220,SQL
12220,Visual Basic (.Net)
12221,Bash/Shell (all shells)
12221,HTML/CSS
12221,JavaScript
12221,Perl
12221,SQL
12222,HTML/CSS
12222,Java
12222,JavaScript
12222,Ruby
12222,SQL
12222,TypeScript
12223,C
12224,HTML/CSS
12224,Java
12224,JavaScript
12224,Python
12225,C++
12225,Perl
12226,HTML/CSS
12226,Java
12226,JavaScript
12226,Kotlin
12226,Python
12226,SQL
12226,TypeScript
12227,C#
12227,HTML/CSS
12227,JavaScript
12227,SQL
12227,TypeScript
12228,Java
12228,Python
12228,SQL
12229,C++
12229,Python
12231,C
12231,HTML/CSS
12231,JavaScript
12231,PHP
12231,Python
12231,SQL
12232,Go
12232,Java
12232,JavaScript
12232,PHP
12232,SQL
12233,Fortran
12233,HTML/CSS
12233,JavaScript
12233,Julia
12233,Kotlin
12233,Lua
12233,MATLAB
12233,Python
12233,R
12233,Ruby
12233,Rust
12233,SQL
12234,HTML/CSS
12234,JavaScript
12234,PHP
12234,Python
12234,SQL
12234,TypeScript
12235,TypeScript
12236,Java
12236,JavaScript
12236,PHP
12236,Scala
12236,SQL
12236,TypeScript
12237,C++
12237,HTML/CSS
12237,JavaScript
12238,C
12238,Dart
12238,Go
12238,Kotlin
12238,Python
12238,TypeScript
12239,Java
12239,Kotlin
12240,HTML/CSS
12240,Java
12240,JavaScript
12240,SQL
12241,Go
12241,HTML/CSS
12241,JavaScript
12241,Python
12241,SQL
12243,C#
12243,Dart
12243,HTML/CSS
12243,JavaScript
12243,PHP
12243,Python
12243,Solidity
12243,SQL
12243,TypeScript
12243,Visual Basic (.Net)
12244,HTML/CSS
12244,JavaScript
12244,Kotlin
12244,PHP
12244,Python
12244,SQL
12245,Bash/Shell (all shells)
12245,JavaScript
12245,Python
12245,Rust
12246,C#
12246,HTML/CSS
12246,Java
12246,JavaScript
12246,MATLAB
12246,Python
12246,SQL
12247,Rust
12247,Swift
12248,Bash/Shell (all shells)
12248,HTML/CSS
12248,Java
12248,JavaScript
12248,Python
12248,Rust
12248,SQL
12249,Go
12249,Rust
12251,Go
12251,Kotlin
12251,Python
12251,Rust
12251,SQL
12251,Swift
12252,Assembly
12252,C
12252,C++
12252,Dart
12252,Go
12252,Solidity
12253,Bash/Shell (all shells)
12253,C
12253,Python
12253,Ruby
12253,Rust
12254,HTML/CSS
12254,JavaScript
12254,Python
12254,SQL
12255,Ada
12255,C++
12255,Java
12255,PHP
12255,PowerShell
12255,Python
12255,SQL
12256,Python
12257,Go
12258,C#
12258,MicroPython
12259,HTML/CSS
12259,JavaScript
12259,PHP
12259,PowerShell
12259,Python
12259,SQL
12260,Bash/Shell (all shells)
12260,HTML/CSS
12260,Java
12260,JavaScript
12260,Rust
12260,SQL
12260,TypeScript
12261,Bash/Shell (all shells)
12261,Cobol
12261,Python
12261,SQL
12262,Bash/Shell (all shells)
12262,PowerShell
12262,Python
12263,C++
12263,HTML/CSS
12263,JavaScript
12263,PowerShell
12263,Python
12263,Swift
12263,TypeScript
12264,Python
12264,SQL
12265,Rust
12267,Go
12267,Java
12267,Scala
12268,C++
12268,HTML/CSS
12268,MATLAB
12268,Python
12270,C#
12270,Rust
12270,SQL
12270,TypeScript
12271,HTML/CSS
12271,JavaScript
12272,Bash/Shell (all shells)
12272,C++
12272,Go
12272,Haskell
12272,Lua
12272,Python
12272,Rust
12272,Swift
12272,Zig
12273,Bash/Shell (all shells)
12273,JavaScript
12273,SQL
12273,TypeScript
12274,C++
12274,Go
12274,R
12274,Ruby
12274,Rust
12274,Scala
12275,Bash/Shell (all shells)
12275,Go
12275,Java
12275,JavaScript
12275,TypeScript
12276,Bash/Shell (all shells)
12276,JavaScript
12276,PowerShell
12276,Rust
12276,SQL
12277,Go
12277,Java
12277,Kotlin
12277,Python
12277,SQL
12278,HTML/CSS
12278,JavaScript
12278,SQL
12278,VBA
12279,C
12279,Haskell
12279,TypeScript
12280,C#
12280,HTML/CSS
12280,Rust
12280,SQL
12280,TypeScript
12281,HTML/CSS
12281,JavaScript
12281,Kotlin
12281,Python
12281,SQL
12281,TypeScript
12282,C
12282,C++
12282,Java
12282,Rust
12283,Delphi
12284,Go
12284,HTML/CSS
12284,JavaScript
12284,Solidity
12284,TypeScript
12285,Swift
12286,Swift
12287,Bash/Shell (all shells)
12287,Clojure
12287,Dart
12287,Elixir
12287,Haskell
12287,Kotlin
12287,Lisp
12287,Prolog
12287,Python
12287,Rust
12287,Scala
12287,Zig
12288,C++
12288,Go
12288,HTML/CSS
12288,Java
12288,JavaScript
12288,Kotlin
12288,MATLAB
12288,PHP
12288,Python
12288,R
12288,Rust
12288,SQL
12288,TypeScript
12288,Zig
12289,Bash/Shell (all shells)
12289,Scala
12289,TypeScript
12290,HTML/CSS
12290,JavaScript
12291,Assembly
12291,Bash/Shell (all shells)
12291,C
12291,C#
12291,C++
12291,Go
12291,Java
12291,JavaScript
12291,PHP
12291,PowerShell
12291,Python
12291,Rust
12291,SQL
12292,Bash/Shell (all shells)
12292,C
12292,C++
12292,Ruby
12293,Assembly
12293,Bash/Shell (all shells)
12293,C
12293,C#
12293,C++
12293,HTML/CSS
12293,Java
12293,JavaScript
12293,Kotlin
12293,Lua
12293,PHP
12293,Python
12293,Rust
12293,SQL
12293,TypeScript
12294,Bash/Shell (all shells)
12294,C#
12294,F#
12294,HTML/CSS
12294,Python
12294,Rust
12294,SQL
12295,Bash/Shell (all shells)
12295,Python
12295,Rust
12295,SQL
12295,TypeScript
12296,HTML/CSS
12296,JavaScript
12296,Python
12297,Python
12297,SQL
12297,Zig
12298,Bash/Shell (all shells)
12298,Go
12298,HTML/CSS
12298,JavaScript
12298,SQL
12298,TypeScript
12299,Bash/Shell (all shells)
12299,HTML/CSS
12299,Java
12299,Rust
12299,SQL
12299,TypeScript
12300,Kotlin
12300,SQL
12301,Bash/Shell (all shells)
12301,HTML/CSS
12301,TypeScript
12302,C#
12302,Go
12303,Python
12303,R
12304,Python
12305,C++
12305,HTML/CSS
12305,Java
12305,JavaScript
12305,SQL
12306,C#
12306,C++
12306,Dart
12306,Kotlin
12306,Swift
12307,Assembly
12307,C
12307,Dart
12307,Rust
12307,TypeScript
12308,Ada
12308,HTML/CSS
12308,JavaScript
12309,Bash/Shell (all shells)
12309,Go
12309,HTML/CSS
12309,JavaScript
12309,Rust
12309,SQL
12309,TypeScript
12310,Bash/Shell (all shells)
12310,Cobol
12310,Crystal
12310,Erlang
12310,F#
12310,Go
12310,Groovy
12310,Haskell
12310,Julia
12310,Kotlin
12310,Lisp
12310,Lua
12310,OCaml
12310,PowerShell
12310,R
12310,Rust
12310,Scala
12310,Solidity
12310,VBA
12310,Visual Basic (.Net)
12310,Zephyr
12310,Zig
12311,Bash/Shell (all shells)
12311,C#
12311,C++
12311,HTML/CSS
12311,JavaScript
12311,PHP
12311,Python
12311,SQL
12312,JavaScript
12313,C++
12313,Go
12313,Python
12313,Rust
12314,C#
12314,C++
12314,Python
12314,Ruby
12314,Rust
12314,SQL
12316,C#
12316,Python
12317,Bash/Shell (all shells)
12317,C#
12317,HTML/CSS
12317,JavaScript
12317,PowerShell
12317,SQL
12317,TypeScript
12318,Bash/Shell (all shells)
12318,C#
12318,HTML/CSS
12318,JavaScript
12318,PowerShell
12318,Python
12318,SQL
12318,TypeScript
12319,JavaScript
12319,Python
12320,Bash/Shell (all shells)
12320,C++
12320,HTML/CSS
12320,JavaScript
12320,Kotlin
12320,MicroPython
12320,Rust
12320,SQL
12321,C#
12321,HTML/CSS
12321,JavaScript
12321,SQL
12321,TypeScript
12322,JavaScript
12322,TypeScript
12323,Go
12323,HTML/CSS
12323,JavaScript
12323,TypeScript
12324,Bash/Shell (all shells)
12324,HTML/CSS
12324,PowerShell
12324,Python
12324,SQL
12325,Go
12326,Bash/Shell (all shells)
12326,Dart
12326,HTML/CSS
12326,JavaScript
12326,Python
12326,Rust
12326,SQL
12326,TypeScript
12327,Bash/Shell (all shells)
12327,C#
12327,C++
12327,Go
12327,HTML/CSS
12327,Java
12327,JavaScript
12327,Lisp
12327,Perl
12327,PHP
12327,PowerShell
12327,Python
12327,TypeScript
12329,Clojure
12330,Bash/Shell (all shells)
12330,Erlang
12330,HTML/CSS
12330,SQL
12331,Java
12332,Bash/Shell (all shells)
12332,C#
12332,C++
12332,JavaScript
12332,PowerShell
12332,Python
12332,SQL
12332,TypeScript
12333,C++
12333,PHP
12333,Python
12333,SQL
12334,Python
12335,Kotlin
12336,C++
12336,Groovy
12336,Java
12336,JavaScript
12336,Kotlin
12336,Python
12336,SQL
12337,HTML/CSS
12337,Java
12337,JavaScript
12337,Kotlin
12337,MATLAB
12337,PHP
12337,PowerShell
12337,Python
12338,Swift
12340,Go
12340,HTML/CSS
12340,JavaScript
12340,TypeScript
12341,Perl
12342,Zig
12343,HTML/CSS
12343,JavaScript
12344,Python
12344,Rust
12345,JavaScript
12345,TypeScript
12346,JavaScript
12346,SQL
12346,TypeScript
12347,Bash/Shell (all shells)
12347,Go
12347,HTML/CSS
12347,JavaScript
12347,Python
12347,Ruby
12347,Rust
12347,SQL
12347,TypeScript
12348,C++
12348,Python
12349,C#
12349,C++
12349,Cobol
12349,Go
12349,Python
12349,Ruby
12351,C#
12351,C++
12351,Java
12351,Python
12351,TypeScript
12352,Elixir
12352,Erlang
12352,Lua
12353,Rust
12354,Go
12354,HTML/CSS
12354,JavaScript
12354,PowerShell
12354,Python
12354,Rust
12354,SQL
12354,TypeScript
12355,Bash/Shell (all shells)
12355,HTML/CSS
12355,JavaScript
12355,Python
12356,C
12356,C#
12356,C++
12356,HTML/CSS
12356,JavaScript
12356,Solidity
12356,TypeScript
12357,HTML/CSS
12357,JavaScript
12357,TypeScript
12358,C++
12358,GDScript
12358,HTML/CSS
12358,JavaScript
12358,Kotlin
12359,C#
12359,Python
12359,Rust
12359,Solidity
12359,Zig
12360,TypeScript
12361,HTML/CSS
12361,JavaScript
12361,Python
12361,Rust
12361,TypeScript
12362,Go
12362,HTML/CSS
12362,JavaScript
12362,PHP
12362,Rust
12362,SQL
12362,TypeScript
12363,Julia
12364,Go
12364,Haskell
12364,HTML/CSS
12364,Java
12364,SQL
12364,TypeScript
12365,JavaScript
12365,Python
12365,TypeScript
12366,C++
12366,Go
12366,Haskell
12366,Lua
12366,MicroPython
12366,Python
12366,Rust
12367,Bash/Shell (all shells)
12367,Delphi
12367,JavaScript
12367,Python
12368,Bash/Shell (all shells)
12368,HTML/CSS
12368,JavaScript
12368,MATLAB
12368,Python
12368,SQL
12368,TypeScript
12369,Python
12369,Rust
12370,C#
12370,Java
12370,JavaScript
12370,SQL
12371,Assembly
12371,C#
12371,Dart
12371,Go
12371,Java
12371,Kotlin
12371,Lua
12371,PHP
12371,Python
12371,R
12371,SQL
12371,TypeScript
12371,Visual Basic (.Net)
12372,Bash/Shell (all shells)
12372,Python
12373,Java
12373,JavaScript
12373,SQL
12373,TypeScript
12374,Bash/Shell (all shells)
12374,Elixir
12374,Go
12374,HTML/CSS
12374,Python
12374,Rust
12374,SQL
12374,Swift
12374,TypeScript
12376,Java
12376,Kotlin
12376,Rust
12376,SQL
12376,Swift
12376,TypeScript
12377,C#
12377,F#
12377,Go
12377,Scala
12377,SQL
12378,Go
12378,Groovy
12378,JavaScript
12378,PHP
12378,SQL
12379,HTML/CSS
12379,JavaScript
12379,PHP
12379,SQL
12380,HTML/CSS
12380,JavaScript
12380,Python
12381,HTML/CSS
12381,Java
12381,JavaScript
12381,SQL
12382,Bash/Shell (all shells)
12382,C++
12382,HTML/CSS
12382,JavaScript
12382,Lisp
12382,Python
12382,Solidity
12383,Java
12383,JavaScript
12383,Python
12383,Scala
12384,GDScript
12384,Rust
12385,C
12385,HTML/CSS
12385,JavaScript
12385,PHP
12385,Rust
12385,TypeScript
12386,Bash/Shell (all shells)
12386,HTML/CSS
12386,JavaScript
12386,TypeScript
12387,Scala
12388,Bash/Shell (all shells)
12388,Clojure
12388,HTML/CSS
12388,JavaScript
12388,Lisp
12388,SQL
12388,TypeScript
12389,C
12389,C++
12389,Dart
12389,GDScript
12389,Python
12389,Rust
12390,HTML/CSS
12390,JavaScript
12390,Python
12390,TypeScript
12392,Java
12392,Kotlin
12392,SQL
12393,PHP
12394,C#
12394,JavaScript
12394,SQL
12395,JavaScript
12397,HTML/CSS
12397,JavaScript
12397,Python
12397,TypeScript
12398,Dart
12398,Python
12400,Rust
12400,Solidity
12401,Java
12401,JavaScript
12401,Kotlin
12401,Objective-C
12401,PHP
12401,Swift
12401,TypeScript
12402,Assembly
12402,Bash/Shell (all shells)
12402,C
12402,C++
12402,Elixir
12402,Go
12402,HTML/CSS
12402,Java
12402,JavaScript
12402,Perl
12402,PHP
12402,Rust
12402,Swift
12402,TypeScript
12403,Assembly
12403,Bash/Shell (all shells)
12403,C
12403,HTML/CSS
12403,JavaScript
12403,MATLAB
12403,MicroPython
12403,Python
12404,C#
12404,JavaScript
12404,TypeScript
12405,C#
12405,HTML/CSS
12405,JavaScript
12405,PowerShell
12405,Prolog
12405,SQL
12405,VBA
12407,JavaScript
12407,PHP
12408,HTML/CSS
12408,JavaScript
12408,PowerShell
12408,Python
12408,SQL
12409,Bash/Shell (all shells)
12409,Python
12409,TypeScript
12409,Zig
12410,C#
12410,HTML/CSS
12410,JavaScript
12410,PowerShell
12410,Python
12410,SQL
12410,TypeScript
12411,C#
12411,HTML/CSS
12411,JavaScript
12411,SQL
12411,TypeScript
12412,Julia
12412,Python
12412,Rust
12412,Zig
12413,Dart
12413,HTML/CSS
12413,JavaScript
12413,PHP
12413,Python
12413,R
12413,SQL
12414,Bash/Shell (all shells)
12414,C++
12414,HTML/CSS
12414,JavaScript
12414,TypeScript
12415,Python
12415,SQL
12416,JavaScript
12417,Go
12417,HTML/CSS
12417,JavaScript
12417,PHP
12418,C++
12418,HTML/CSS
12418,JavaScript
12418,MATLAB
12418,Python
12418,R
12418,Rust
12418,SQL
12418,TypeScript
12419,C#
12419,SQL
12420,JavaScript
12420,PHP
12420,SQL
12421,Ada
12421,Apex
12421,Assembly
12421,Bash/Shell (all shells)
12421,C
12421,C#
12421,C++
12421,Clojure
12421,Cobol
12421,Crystal
12421,Dart
12421,Delphi
12421,Elixir
12421,Erlang
12421,F#
12421,Fortran
12421,GDScript
12421,Go
12421,Groovy
12421,Haskell
12421,HTML/CSS
12421,Java
12421,JavaScript
12421,Julia
12421,Kotlin
12421,Lisp
12421,Lua
12421,MATLAB
12421,MicroPython
12421,Nim
12421,Objective-C
12421,OCaml
12421,Perl
12421,PHP
12421,PowerShell
12421,Prolog
12421,Python
12421,R
12421,Ruby
12421,Rust
12421,Scala
12421,Solidity
12421,SQL
12421,Swift
12421,TypeScript
12421,VBA
12421,Visual Basic (.Net)
12421,Zephyr
12421,Zig
12422,C
12422,Go
12422,HTML/CSS
12422,JavaScript
12422,Kotlin
12422,PHP
12422,PowerShell
12422,Python
12423,Go
12423,HTML/CSS
12423,JavaScript
12423,Python
12424,Elixir
12425,Dart
12425,JavaScript
12425,Python
12425,Rust
12425,TypeScript
12426,Kotlin
12427,C#
12427,SQL
12428,Elixir
12428,HTML/CSS
12428,JavaScript
12428,PHP
12428,TypeScript
12429,C#
12429,Rust
12429,SQL
12430,C#
12430,HTML/CSS
12430,SQL
12431,JavaScript
12432,C
12432,C++
12432,Go
12432,Rust
12433,Dart
12433,Kotlin
12434,Go
12434,Python
12435,C#
12435,C++
12435,HTML/CSS
12435,Python
12435,Scala
12435,SQL
12435,TypeScript
12436,Bash/Shell (all shells)
12436,Groovy
12436,HTML/CSS
12436,Java
12436,JavaScript
12436,Python
12436,TypeScript
12437,HTML/CSS
12437,JavaScript
12437,Kotlin
12437,TypeScript
12438,C++
12438,Dart
12438,Go
12438,JavaScript
12438,Kotlin
12438,SQL
12438,Swift
12438,TypeScript
12439,JavaScript
12439,Python
12439,SQL
12439,TypeScript
12440,Clojure
12440,Python
12441,C#
12441,JavaScript
12441,SQL
12442,Assembly
12443,Julia
12443,Rust
12444,PHP
12445,Kotlin
12446,Java
12446,JavaScript
12446,Rust
12446,TypeScript
12447,Go
12447,JavaScript
12447,Python
12447,SQL
12447,TypeScript
12448,SQL
12449,C#
12450,Rust
12451,HTML/CSS
12451,JavaScript
12451,TypeScript
12452,Elixir
12454,Go
12454,JavaScript
12454,TypeScript
12455,HTML/CSS
12455,Java
12455,JavaScript
12455,SQL
12455,TypeScript
12456,C#
12456,Java
12456,JavaScript
12456,PHP
